word,meaning,furigana,romaji,level
出発,to depart,しゅっぱつ・する,shuppatsu-suru,N4
予習,preparation for a lesson,よしゅう,yoshū,N4
将来,"future, prospects",しょうらい,shōrai,N4
遊び,play,あそび,asobi,N4
変わる,to change,かわる,kawaru,N4
柔道,judo,じゅうどう,jūdō,N4
説明,explanation,せつめい,setsumei,N4
返事,reply,へんじ,henji,N4
特別,special,とくべつ,tokubetsu,N4
下りる,to get off,おりる,oriru,N4
暖房,heating,だんぼう,danbō,N4
伝える,to report,つたえる,tsutaeru,N4
展覧会,exhibition,てんらんかい,tenrankai,N4
ガソリン,petrol,,gasorin,N4
中々,considerably,なかなか,nakanaka,N4
糸,thread,いと,ito,N4
倍,double,ばい,bai,N4
課長,section manager,かちょう,kachō,N4
見物,sightseeing,けんぶつ,kenbutsu,N4
ガソリンスタンド,petrol station,,gasorinsutando,N4
席,seat,せき,seki,N4
関係,relationship,かんけい,kankei,N4
拝見,(humble) to look at,はいけん・する,haiken-suru,N4
台風,typhoon,たいふう,taifū,N4
片付ける,to tidy up,かたづける,katazukeru,N4
舟,ship,ふね,fune,N4
または,"or, otherwise",,mataha,N4
教育,education,きょういく,kyōiku,N4
引っ越す,to move house,ひっこす,hikkosu,N4
会議,meeting,かいぎ,kaigi,N4
米,uncooked rice,こめ,kome,N4
もっとも,extremely,,mottomo,N4
かまう,to mind,,kamau,N4
教会,church,きょうかい,kyōkai,N4
落す,to drop,おとす,otosu,N4
まじめ,serious,,majime,N4
謝る,to apologize,あやまる,ayamaru,N4
におい,a smell,,nioi,N4
騒ぐ,"to make noise, to be excited",さわぐ,sawagu,N4
島,island,しま,shima,N4
すっかり,completely,,sukkari,N4
答,response,こたえ,kotae,N4
原因,"cause, source",げんいん,gen'in,N4
動物園,zoo,どうぶつえん,dōbutsuen,N4
スーツ,suit,,sūtsu,N4
ああ,like that,,aa,N4
最後,"last, end",さいご,saigo,N4
うかがう,to visit,,ukagau,N4
ほとんど,mostly,,hotondo,N4
夢,dream,ゆめ,yume,N4
つき,moon,,tsuki,N4
高校,high school,こうこう,kōkō,N4
気,"spirit, mood",き,ki,N4
正しい,correct,ただしい,tadashii,N4
輸出,to export,ゆしゅつ・する,yushutsu-suru,N4
文化,culture,ぶんか,bunka,N4
だめ,no good,,dame,N4
けれど / けれども,however,,keredo / keredomo,N4
飾る,to decorate,かざる,kazaru,N4
準備,to prepare,じゅんび・する,junbi-suru,N4
卒業,graduation,そつぎょう,sotsugyō,N4
間に合う,to be in time for,まにあう,maniau,N4
それに,moreover,,soreni,N4
具合,"condition, health",ぐあい,guai,N4
贈り物,gift,おくりもの,okurimono,N4
堅 / 硬/固い,hard,かたい,katai,N4
貿易,trade,ぼうえき,bōeki,N4
考える,to consider,かんがえる,kangaeru,N4
別れる,to separate,わかれる,wakareru,N4
サラダ,salad,,sarada,N4
寝坊,sleeping in late,ねぼう,nebō,N4
科学,science,かがく,kagaku,N4
こう,this way,,kō,N4
光る,"to shine, to glitter",ひかる,hikaru,N4
息子,(humble) son,むすこ,musuko,N4
育てる,"to rear, to bring up",そだてる,sodateru,N4
きっと,surely,,kitto,N4
空く,"to open, to become empty",あく,aku,N4
冷房,air conditioning,れいぼう,reibō,N4
コンサート,concert,,konsāto,N4
始める,to begin,はじめる,hajimeru,N4
電灯,electric light,でんとう,dentō,N4
医学,medical science,いがく,igaku,N4
柔らかい,soft,やわらかい,yawarakai,N4
下げる,"to hang, to lower, to move back",さげる,sageru,N4
校長,headmaster,こうちょう,kōchō,N4
新聞社,newspaper company,しんぶんしゃ,shinbunsha,N4
ファックス,fax,,fakkusu,N4
放送,to broadcast,ほうそう・する,hōsō-suru,N4
やっと,at last,,yatto,N4
オートバイ,motorcycle,,ōtobai,N4
レポート / リポート,report,,repōto / ripōto,N4
心配,to worry,しんぱい・する,shinpai-suru,N4
急行,"speedy, express",きゅうこう,kyūkō,N4
拾う,"to pick up, to gather",ひろう,hirō,N4
塗る,"to paint, to plaster",ぬる,nuru,N4
線,line,せん,sen,N4
用意,preparation,ようい,yōi,N4
生活,to live,せいかつ・する,seikatsu-suru,N4
退院,to leave hospital,たいいん・する,taiin-suru,N4
けが・する,to injure,,kega-suru,N4
揺れる,"to shake, to sway",ゆれる,yureru,N4
入学,to enter school or university,にゅうがく・する,nyūgaku-suru,N4
数学,"mathematics, arithmetic",すうがく,sūgaku,N4
ぜんぜん,not entirely (used in a negative sentence),,zenzen,N4
急ぐ,to hurry,いそぐ,isogu,N4
ひどい,awful,,hidoi,N4
品物,goods,しなもの,shinamono,N4
比べる,to compare,くらべる,kuraberu,N4
包む,to wrap,つつむ,tsutsumu,N4
十分,enough,じゅうぶん,jūbun,N4
ハンドバッグ,handbag　,,handobaggu,N4
決して,never,けっして,kesshite,N4
無くなる,"to disappear, to get lost",なくなる,nakunaru,N4
用事,things to do,ようじ,yōji,N4
なさる,(respectful) to do,,nasaru,N4
億,one hundred million,おく,oku,N4
楽しみ,joy,たのしみ,tanoshimi,N4
サンダル,sandal,,sandaru,N4
客,"guest, customer",きゃく,kyaku,N4
反対,opposition,はんたい,hantai,N4
火,fire,ひ,hi,N4
空港,airport,くうこう,kūkō,N4
慣れる,to grow accustomed to,なれる,nareru,N4
旅館,Japanese hotel,りょかん,ryokan,N4
噛む,"to bite, to chew",かむ,kamu,N4
漬ける,"to soak, to pickle",つける,tsukeru,N4
踊り,a dance,おどり,odori,N4
講義,lecture,こうぎ,kōgi,N4
送る,to send,おくる,okuru,N4
迎える,to go out to meet,むかえる,mukaeru,N4
凄い,terrific,すごい,sugoi,N4
以内,within,いない,inai,N4
探す,to look for,さがす,sagasu,N4
行う,to do,おこなう,okonau,N4
引き出し,"drawer, drawing out",ひきだし,hikidashi,N4
焼ける,"to burn, to be roasted",やける,yakeru,N4
けんか・する,to quarrel,,kenka-suru,N4
背中,back of the body,せなか,senaka,N4
込む,to be crowded,こむ,komu,N4
あいさつ・する,to greet,,aisatsu-suru,N4
負ける,to lose,まける,makeru,N4
ごらんになる,(respectful) to see,,goranninaru,N4
事務所,office,じむしょ,jimusho,N4
そろそろ,"gradually, soon",,sorosoro,N4
美術館,art gallery,びじゅつかん,bijutsukan,N4
あ,Ah,,a,N4
以外,with the exception of,いがい,igai,N4
じゃま,"hindrance, intrusion",,jama,N4
安心,relief,あんしん,anshin,N4
集める,to collect something,あつめる,atsumeru,N4
捨てる,to throw away,すてる,suteru,N4
駐車場,parking lot,ちゅうしゃじょう,chūshajō,N4
確か,definite,たしか,tashika,N4
手袋,glove,てぶくろ,tebukuro,N4
熱,fever,ねつ,netsu,N4
指,finger,ゆび,yubi,N4
止める,to stop something,とめる,tomeru,N4
アクセサリー,accessory,,akusesarī,N4
下る,"to get down, to descend",さがる,sagaru,N4
ほめる,to praise,,homeru,N4
回る,to go around,まわる,mawaru,N4
くださる,(respectful) to give,,kudasaru,N4
毎朝,every morning,まいあさ,maiasa,N5
問題,problem,もんだい,mondai,N5
お茶,green tea,おちゃ,ocha,N5
黒,black,くろ,kuro,N5
台所,kitchen,だいどころ,daidokoro,N5
葉書,postcard,はがき,hagaki,N5
ペン,pen,,pen,N5
ニュース,news,,nyūsu,N5
花瓶,a vase,かびん,kabin,N5
フォーク,fork,,fōku,N5
引く,to pull,ひく,hiku,N5
フィルム,roll of film,,firumu,N5
磨く,"to brush teeth, to polish",みがく,migaku,N5
押す,"to push, to stamp something",おす,osu,N5
売る,to sell,うる,uru,N5
電気,"electricity, electric light",でんき,denki,N5
並ぶ,"to line up, to stand in a line",ならぶ,narabu,N5
病気,illness,びょうき,byōki,N5
ポケット,pocket,,poketto,N5
頭,head,あたま,atama,N5
はし,chopsticks,,hashi,N5
英語,English language,えいご,eigo,N5
家,house,いえ,ie,N5
一月,one month,ひとつき,hitotsuki,N5
暑い,hot,あつい,atsui,N5
遊ぶ,"to play, to make a visit",あそぶ,asobu,N5
取る,to take something,とる,toru,N5
九,nine,きゅう / く,kyū / ku,N5
閉める,to close something,しめる,shimeru,N5
たいへん,very,,taihen,N5
奥さん,(honorable) wife,おくさん,okusan,N5
作文,"composition, writing",さくぶん,sakubun,N5
便利,"useful, convenient",べんり,benri,N5
右,right side,みぎ,migi,N5
寒い,cold,さむい,samui,N5
あびる,"to bathe, to shower",,abiru,N5
十,ten,じゅう  とお,jū  tō,N5
中,middle,なか,naka,N5
消す,"to erase, to turn off power",けす,kesu,N5
近く,near,ちかく,chikaku,N5
七つ,seven,ななつ,nanatsu,N5
テープレコーダー,tape recorder,,tēpurekōdā,N5
目,eye,め,me,N5
空,sky,そら,sora,N5
六日,"six days, sixth day of the month",むいか,muika,N5
座る,to sit,すわる,suwaru,N5
年,year,とし,toshi,N5
男の子,boy,おとこのこ,otokonoko,N5
狭い,narrow,せまい,semai,N5
冷蔵庫,refrigerator,れいぞうこ,reizōko,N5
カメラ,camera,,kamera,N5
玄関,entry hall,げんかん,genkan,N5
違う,to differ,ちがう,chigau,N5
危ない,dangerous,あぶない,abunai,N5
分かる,to be understood,わかる,wakaru,N5
言う,to say,いう,iu,N5
飲む,to drink,のむ,nomu,N5
練習,to practice,れんしゅうする,renshūsuru,N5
何,what,なん / なに,nan / nani,N5
厚い,"kind, deep, thick",あつい,atsui,N5
毎月,every month,まいげつ / まいつき,maigetsu / maitsuki,N5
閉まる,"to close, to be closed",しまる,shimaru,N5
脱ぐ,to take off clothes,ぬぐ,nugu,N5
黒い,black,くろい,kuroi,N5
登る,to climb,のぼる,noboru,N5
汚い,dirty,きたない,kitanai,N5
雨,rain,あめ,ame,N5
お皿,"plate, dish",おさら,osara,N5
速い,quick,はやい,hayai,N5
お風呂,bath,おふろ,ofuro,N5
新しい,new,あたらしい,atarashii,N5
廊下,corridor,ろうか,rōka,N5
茶色,brown,ちゃいろ,chairo,N5
コート,"coat, tennis court",,kōto,N5
手紙,letter,てがみ,tegami,N5
要る,to need,いる,iru,N5
こっち,this person or way,,kotchi,N5
スプーン,spoon,,supūn,N5
時々,sometimes,ときどき,tokidoki,N5
傘,umbrella,かさ,kasa,N5
いい / よい,good,,ii / yoi,N5
電話,telephone,でんわ,denwa,N5
勤める,to work for someone,つとめる,tsutomeru,N5
安い,cheap,やすい,yasui,N5
どう,"how, in what way",,dō,N5
道,street,みち,michi,N5
バス,bus,,basu,N5
クラス,class,,kurasu,N5
差す,"to stretch out hands, to raise an umbrella",さす,sasu,N5
スポーツ,sport,,supōtsu,N5
どっち,which,,dotchi,N5
そば,"near, beside",,soba,N5
新聞,newspaper,しんぶん,shinbun,N5
どうして,for what reason,,dōshite,N5
庭,garden,にわ,niwa,N5
大きな,big,おおきな,ōkina,N5
辺,area,へん,hen,N5
番号,number,ばんごう,bangō,N5
家族,family,かぞく,kazoku,N5
下手,unskillful,へた,heta,N5
料理,cuisine,りょうり,ryōri,N5
カレー,curry,,karē,N5
六,six,ろく,roku,N5
今年,this year,ことし,kotoshi,N5
初めて,for the first time,はじめて,hajimete,N5
風邪,a cold,かぜ,kaze,N5
赤い,red,あかい,akai,N5
甘い,sweet,あまい,amai,N5
西,west,にし,nishi,N5
毎週,every week,まいしゅう,maishū,N5
いつも,always,,itsumo,N5
五つ,five,いつつ,itsutsu,N5
建物,building,たてもの,tatemono,N5
なる,to become,,naru,N5
まっすぐ,"straight ahead, direct",,massugu,N5
作る,to make,つくる,tsukuru,N5
風,wind,かぜ,kaze,N5
少し,few,すこし,sukoshi,N5
大学,university,だいがく,daigaku,N5
シャツ,shirt,,shatsu,N5
病院,hospital,びょういん,byōin,N5
会社,company,かいしゃ,kaisha,N5
無くす,to lose something,なくす,nakusu,N5
スリッパ,slippers,,surippa,N5
地下鉄,underground train,ちかてつ,chikatetsu,N5
ページ,page,,pēji,N5
曇る,"to become cloudy, to become dim",くもる,kumoru,N5
辞書,dictionary,じしょ,jisho,N5
万年筆,fountain pen,まんねんひつ,mannenhitsu,N5
海,sea,うみ,umi,N5
エレベーター,elevator,,erebētā,N5
たぶん,probably,,tabun,N5
夕方,evening,ゆうがた,yūgata,N5
東,east,ひがし,higashi,N5
声,voice,こえ,koe,N5
撮る,to take a photo or record a film,とる,toru,N5
私,"(humble) I, myself",わたくし,watakushi,N5
両親,both parents,りょうしん,ryōshin,N5
きれい,"pretty, clean",,kirei,N5
どうぞ,please,,dōzo,N5
好き,likeable,すき,suki,N5
静か,quiet,しずか,shizuka,N5
お父さん,(honorable) father,おとうさん,otōsan,N5
人,person,ひと,hito,N5
覚える,to remember,おぼえる,oboeru,N5
休み,"rest, holiday",やすみ,yasumi,N5
池,pond,いけ,ike,N5
始まる,to begin,はじまる,hajimaru,N5
困る,to be worried,こまる,komaru,N5
ほか,"other, the rest",,hoka,N5
ちゃわん,rice bowl,,chawan,N5
疲れる,to get tired,つかれる,tsukareru,N5
掃除,"to clean, to sweep",そうじする,sōjisuru,N5
賑やか,"bustling, busy",にぎやか,nigiyaka,N5
一つ,one,ひとつ,hitotsu,N5
来週,next week,らいしゅう,raishū,N5
財布,wallet,さいふ,saifu,N5
知る,to know,しる,shiru,N5
教える,"to teach, to tell",おしえる,oshieru,N5
朝御飯,breakfast,あさごはん,asagohan,N5
飛ぶ,"to fly, to hop",とぶ,tobu,N5
言葉,"word, language",ことば,kotoba,N5
キロ / キログラム,kilogram,,kiro / kiroguramu,N5
赤,red,あか,aka,N5
自分,oneself,じぶん,jibun,N5
デパート,department store,,depāto,N5
薄い,"thin, weak",うすい,usui,N5
高い,"tall, expensive",たかい,takai,N5
帰る,to go back,かえる,kaeru,N5
はい,yes,,hai,N5
卵,egg,たまご,tamago,N5
低い,"short, low",ひくい,hikui,N5
なぜ,why,,naze,N5
一日,"(1) one day, (2) first of month",いちにち,ichinichi,N5
いいえ,no,,iie,N5
小さな,little,ちいさな,chiisana,N5
時間,time,じかん,jikan,N5
上げる,to give,あげる,ageru,N5
ふろ,bath,,furo,N5
生徒,pupil,せいと,seito,N5
レストラン,restaurant,,resutoran,N5
出す,to put out,だす,dasu,N5
かわいい,cute,,kawaii,N5
音楽,music,おんがく,ongaku,N5
歌,song,うた,uta,N5
いちばん,"best, first",,ichiban,N5
咲く,to bloom,さく,saku,N5
山,mountain,やま,yama,N5
テレビ,television,,terebi,N5
授業,"lesson, class work",じゅぎょう,jugyō,N5
暖かい,warm,あたたかい,atatakai,N5
セーター,"sweater, jumper",,sētā,N5
自転車,bicycle,じてんしゃ,jitensha,N5
ラジカセ / ラジオカセット,radio cassette player,,rajikase / rajiokasetto,N5
つける,to turn on,,tsukeru,N5
さ来年,year after next,さらいねん,sarainen,N5
学校,school,がっこう,gakkō,N5
いくら,how much?,,ikura,N5
四,four,し / よん,shi / yon,N5
入る,"to enter, to contain",はいる,hairu,N5
曇り,cloudy weather,くもり,kumori,N5
外国,foreign country,がいこく,gaikoku,N5
温い,luke warm,ぬるい,nurui,N5
そうして / そして,and,,sōshite / soshite,N5
どうも,thanks,,dōmo,N5
仕事,job,しごと,shigoto,N5
窓,window,まど,mado,N5
晩,evening,ばん,ban,N5
難しい,difficult,むずかしい,muzukashii,N5
村,village,むら,mura,N5
鉛筆,pencil,えんぴつ,enpitsu,N5
長い,long,ながい,nagai,N5
生まれる,to be born,うまれる,umareru,N5
雑誌,magazine,ざっし,zasshi,N5
国,country,くに,kuni,N5
おまわりさん,friendly term for policeman,,omawarisan,N5
今朝,this morning,けさ,kesa,N5
晴れる,to be sunny,はれる,hareru,N5
夕飯,dinner,ゆうはん,yūhan,N5
一緒,together,いっしょ,issho,N5
どれ,which (of three or more),,dore,N5
立つ,to stand,たつ,tatsu,N5
元気,"health, vitality",げんき,genki,N5
天気,weather,てんき,tenki,N5
医者,medical doctor,いしゃ,isha,N5
七,seven,しち / なな,shichi / nana,N5
はく,"to wear, to put on trousers",,haku,N5
だんだん,gradually,,dandan,N5
戸,Japanese style door,と,to,N5
ノート,"notebook, exercise book",,nōto,N5
また,"again, and",,mata,N5
今日,today,きょう,kyō,N5
とても,very,,totemo,N5
一昨年,year before last,おととし,ototoshi,N5
文章,"sentence, text",ぶんしょう,bunshō,N5
公園,park,こうえん,kōen,N5
借りる,to borrow,かりる,kariru,N5
口,"mouth, opening",くち,kuchi,N5
持つ,to hold,もつ,motsu,N5
上着,jacket,うわぎ,uwagi,N5
秋,autumn,あき,aki,N5
悪い,bad,わるい,warui,N5
青い,blue,あおい,aoi,N5
住む,to live in,すむ,sumu,N5
かける,to call by phone,,kakeru,N5
木曜日,Thursday,もくようび,mokuyōbi,N5
忘れる,to forget,わすれる,wasureru,N5
お手洗い,bathroom,おてあらい,otearai,N5
写真,photograph,しゃしん,shashin,N5
ゼロ,zero,,zero,N5
いろいろ,various,,iroiro,N5
もう,already,,mō,N5
会う,to meet,あう,au,N5
南,south,みなみ,minami,N5
五日,"five days, fifth day",いつか,itsuka,N5
着る,to put on from the shoulders down,きる,kiru,N5
そこ,that place,,soko,N5
終る,to finish,おわる,owaru,N5
どの,which,,dono,N5
読む,to read,よむ,yomu,N5
それでは,in that situation,,soredeha,N5
来月,next month,らいげつ,raigetsu,N5
果物,fruit,くだもの,kudamono,N5
止まる,to come to a halt,とまる,tomaru,N5
着く,to arrive at,つく,tsuku,N5
大好き,to be very likeable,だいすき,daisuki,N5
